;deputado_id;deputado_nome;deputado_siglaPartido;Cluster;income;freq
967;204392;Francisco Jr.;PSD;1;2210757-104;1.0
1293;116379;Darci de Matos;PSD;1;531331-317;1.0
970;204396;Vermelho;PSD;0;2210757-104;1.0
1234;204522;Marco Bertaiolli;PSD;1;2210757-93;1.0
1225;204504;Cezinha de Madureira;PSD;0;2210757-93;1.0
1221;204497;Júnior Ferrari;PSD;1;2210757-93;1.0
1647;204504;Cezinha de Madureira;PSD;0;531331-284;0.0
1858;204504;Cezinha de Madureira;PSD;0;2166595-59;1.0
1319;160619;José Nunes;PSD;0;531331-317;1.0
1643;204497;Júnior Ferrari;PSD;1;531331-284;0.0
1082;116379;Darci de Matos;PSD;1;2210757-93;1.0
1854;204497;Júnior Ferrari;PSD;1;2166595-59;1.0
917;178910;Joaquim Passarinho;PSD;0;2210757-104;1.0
1656;204522;Marco Bertaiolli;PSD;1;531331-284;0.0
1181;204396;Vermelho;PSD;0;2210757-93;1.0
1898;215045;Pedro Augusto Palareti;PSD;0;2166595-59;1.0
264;160619;José Nunes;PSD;0;2275537-117;0.0
545;204392;Francisco Jr.;PSD;1;2275537-102;1.0
548;204396;Vermelho;PSD;0;2275537-102;0.0
588;204497;Júnior Ferrari;PSD;1;2275537-102;1.0
592;204504;Cezinha de Madureira;PSD;0;2275537-102;0.0
294;178953;Expedito Netto;PSD;0;2275537-117;0.0
803;204504;Cezinha de Madureira;PSD;0;2165194-130;1.0
542;204387;Sargento Fahur;PSD;1;2275537-102;1.0
284;178910;Joaquim Passarinho;PSD;0;2275537-117;0.0
618;204562;Edilázio Júnior;PSD;0;2275537-102;0.0
621;205476;Charles Fernandes;PSD;0;2275537-102;0.0
238;116379;Darci de Matos;PSD;1;2275537-117;0.0
632;215045;Pedro Augusto Palareti;PSD;0;2275537-102;0.0
799;204497;Júnior Ferrari;PSD;1;2165194-130;1.0
871;116379;Darci de Matos;PSD;1;2210757-104;1.0
601;204522;Marco Bertaiolli;PSD;1;2275537-102;1.0
210;215045;Pedro Augusto Palareti;PSD;0;2293449-187;1.0
812;204522;Marco Bertaiolli;PSD;1;2165194-130;1.0
334;204392;Francisco Jr.;PSD;1;2275537-117;1.0
832;205476;Charles Fernandes;PSD;0;2165194-130;1.0
829;204562;Edilázio Júnior;PSD;0;2165194-130;1.0
475;160619;José Nunes;PSD;0;2275537-102;0.0
505;178953;Expedito Netto;PSD;0;2275537-102;0.0
449;116379;Darci de Matos;PSD;1;2275537-102;1.0
421;215045;Pedro Augusto Palareti;PSD;0;2275537-117;0.0
331;204387;Sargento Fahur;PSD;1;2275537-117;1.0
410;205476;Charles Fernandes;PSD;0;2275537-117;0.0
759;204396;Vermelho;PSD;0;2165194-130;1.0
390;204522;Marco Bertaiolli;PSD;1;2275537-117;0.0
381;204504;Cezinha de Madureira;PSD;0;2275537-117;0.0
377;204497;Júnior Ferrari;PSD;1;2275537-117;0.0
843;215045;Pedro Augusto Palareti;PSD;0;2165194-130;1.0
337;204396;Vermelho;PSD;0;2275537-117;0.0
407;204562;Edilázio Júnior;PSD;0;2275537-117;0.0
199;205476;Charles Fernandes;PSD;0;2293449-187;1.0
495;178910;Joaquim Passarinho;PSD;0;2275537-102;0.0
120;204387;Sargento Fahur;PSD;1;2293449-187;1.0
897;160619;José Nunes;PSD;0;2210757-104;1.0
706;178910;Joaquim Passarinho;PSD;0;2165194-130;1.0
123;204392;Francisco Jr.;PSD;1;2293449-187;1.0
83;178953;Expedito Netto;PSD;0;2293449-187;1.0
126;204396;Vermelho;PSD;0;2293449-187;1.0
196;204562;Edilázio Júnior;PSD;0;2293449-187;1.0
686;160619;José Nunes;PSD;0;2165194-130;1.0
53;160619;José Nunes;PSD;0;2293449-187;1.0
716;178953;Expedito Netto;PSD;0;2165194-130;1.0
753;204387;Sargento Fahur;PSD;1;2165194-130;1.0
166;204497;Júnior Ferrari;PSD;1;2293449-187;1.0
170;204504;Cezinha de Madureira;PSD;0;2293449-187;1.0
660;116379;Darci de Matos;PSD;1;2165194-130;1.0
756;204392;Francisco Jr.;PSD;1;2165194-130;1.0
179;204522;Marco Bertaiolli;PSD;1;2293449-187;1.0
27;116379;Darci de Matos;PSD;1;2293449-187;1.0
73;178910;Joaquim Passarinho;PSD;0;2293449-187;1.0
516;178990;Samuel Moreira;PSDB;1;2275537-102;1.0
517;178992;Vitor Lippi;PSDB;0;2275537-102;0.0
727;178990;Samuel Moreira;PSDB;1;2165194-130;1.0
728;178992;Vitor Lippi;PSDB;0;2165194-130;1.0
1210;204471;Mara Rocha;PSDB;1;2210757-93;1.0
1352;178966;Geovania de Sá;PSDB;1;531331-317;1.0
1120;178844;Pedro Vilela;PSDB;1;2210757-93;1.0
510;178977;Eduardo Cury;PSDB;1;2275537-102;1.0
1347;178935;Rossoni;PSDB;0;531331-317;1.0
1354;178977;Eduardo Cury;PSDB;1;531331-317;0.0
736;204358;Beto Pereira;PSDB;1;2165194-130;1.0
508;178966;Geovania de Sá;PSDB;1;2275537-102;1.0
503;178935;Rossoni;PSDB;0;2275537-102;0.0
1125;178876;Célio Silveira;PSDB;0;2210757-93;1.0
721;178977;Eduardo Cury;PSDB;1;2165194-130;1.0
714;178935;Rossoni;PSDB;0;2165194-130;1.0
1336;178876;Célio Silveira;PSDB;0;531331-317;1.0
648;74262;Carlos Sampaio;PSDB;2;2165194-130;1.0
633;62881;Danilo Forte;PSDB;0;2165194-130;1.0
1183;204404;Lucas Redecker;PSDB;2;2210757-93;1.0
1158;204358;Beto Pereira;PSDB;1;2210757-93;1.0
625;207176;Bia Cavassa;PSDB;1;2275537-102;1.0
1360;178990;Samuel Moreira;PSDB;1;531331-317;0.0
1150;178992;Vitor Lippi;PSDB;0;2210757-93;1.0
1149;178990;Samuel Moreira;PSDB;1;2210757-93;1.0
1258;207176;Bia Cavassa;PSDB;1;2210757-93;1.0
525;204358;Beto Pereira;PSDB;1;2275537-102;1.0
698;178844;Pedro Vilela;PSDB;1;2165194-130;1.0
1143;178977;Eduardo Cury;PSDB;1;2210757-93;1.0
577;204471;Mara Rocha;PSDB;1;2275537-102;1.0
1281;74262;Carlos Sampaio;PSDB;2;531331-317;0.0
550;204404;Lucas Redecker;PSDB;2;2275537-102;1.0
703;178876;Célio Silveira;PSDB;0;2165194-130;1.0
1141;178966;Geovania de Sá;PSDB;1;2210757-93;1.0
1136;178935;Rossoni;PSDB;0;2210757-93;1.0
1331;178844;Pedro Vilela;PSDB;1;531331-317;1.0
719;178966;Geovania de Sá;PSDB;1;2165194-130;1.0
1266;62881;Danilo Forte;PSDB;0;531331-317;1.0
914;178876;Célio Silveira;PSDB;0;2210757-104;1.0
1477;62881;Danilo Forte;PSDB;0;531331-284;0.0
492;178876;Célio Silveira;PSDB;0;2275537-102;0.0
1680;207176;Bia Cavassa;PSDB;1;531331-284;0.0
203;207176;Bia Cavassa;PSDB;1;2293449-187;1.0
1688;62881;Danilo Forte;PSDB;0;2166595-59;1.0
1703;74262;Carlos Sampaio;PSDB;2;2166595-59;1.0
155;204471;Mara Rocha;PSDB;1;2293449-187;1.0
1753;178844;Pedro Vilela;PSDB;1;2166595-59;1.0
1758;178876;Célio Silveira;PSDB;0;2166595-59;1.0
128;204404;Lucas Redecker;PSDB;2;2293449-187;1.0
1769;178935;Rossoni;PSDB;0;2166595-59;1.0
1774;178966;Geovania de Sá;PSDB;1;2166595-59;1.0
1776;178977;Eduardo Cury;PSDB;1;2166595-59;1.0
1782;178990;Samuel Moreira;PSDB;1;2166595-59;0.0
211;62881;Danilo Forte;PSDB;0;2275537-117;0.0
1783;178992;Vitor Lippi;PSDB;0;2166595-59;1.0
103;204358;Beto Pereira;PSDB;1;2293449-187;0.0
95;178992;Vitor Lippi;PSDB;0;2293449-187;1.0
94;178990;Samuel Moreira;PSDB;1;2293449-187;1.0
88;178977;Eduardo Cury;PSDB;1;2293449-187;1.0
86;178966;Geovania de Sá;PSDB;1;2293449-187;1.0
81;178935;Rossoni;PSDB;0;2293449-187;1.0
1816;204404;Lucas Redecker;PSDB;2;2166595-59;1.0
70;178876;Célio Silveira;PSDB;0;2293449-187;1.0
65;178844;Pedro Vilela;PSDB;1;2293449-187;1.0
1843;204471;Mara Rocha;PSDB;1;2166595-59;1.0
15;74262;Carlos Sampaio;PSDB;2;2293449-187;0.0
1891;207176;Bia Cavassa;PSDB;1;2166595-59;1.0
1791;204358;Beto Pereira;PSDB;1;2166595-59;1.0
226;74262;Carlos Sampaio;PSDB;2;2275537-117;1.0
1632;204471;Mara Rocha;PSDB;1;531331-284;0.0
1605;204404;Lucas Redecker;PSDB;2;531331-284;1.0
1369;204358;Beto Pereira;PSDB;1;531331-317;1.0
487;178844;Pedro Vilela;PSDB;1;2275537-102;1.0
1394;204404;Lucas Redecker;PSDB;2;531331-317;0.0
1421;204471;Mara Rocha;PSDB;1;531331-317;1.0
437;74262;Carlos Sampaio;PSDB;2;2275537-102;1.0
422;62881;Danilo Forte;PSDB;0;2275537-102;0.0
414;207176;Bia Cavassa;PSDB;1;2275537-117;0.0
1469;207176;Bia Cavassa;PSDB;1;531331-317;1.0
1492;74262;Carlos Sampaio;PSDB;2;531331-284;0.0
366;204471;Mara Rocha;PSDB;1;2275537-117;1.0
339;204404;Lucas Redecker;PSDB;2;2275537-117;1.0
1542;178844;Pedro Vilela;PSDB;1;531331-284;1.0
1547;178876;Célio Silveira;PSDB;0;531331-284;0.0
1558;178935;Rossoni;PSDB;0;531331-284;0.0
1563;178966;Geovania de Sá;PSDB;1;531331-284;0.0
1565;178977;Eduardo Cury;PSDB;1;531331-284;0.0
314;204358;Beto Pereira;PSDB;1;2275537-117;1.0
1571;178990;Samuel Moreira;PSDB;1;531331-284;0.0
1572;178992;Vitor Lippi;PSDB;0;531331-284;0.0
306;178992;Vitor Lippi;PSDB;0;2275537-117;0.0
305;178990;Samuel Moreira;PSDB;1;2275537-117;0.0
299;178977;Eduardo Cury;PSDB;1;2275537-117;0.0
297;178966;Geovania de Sá;PSDB;1;2275537-117;1.0
1580;204358;Beto Pereira;PSDB;1;531331-284;0.0
292;178935;Rossoni;PSDB;0;2275537-117;0.0
281;178876;Célio Silveira;PSDB;0;2275537-117;0.0
276;178844;Pedro Vilela;PSDB;1;2275537-117;1.0
1361;178992;Vitor Lippi;PSDB;0;531331-317;1.0
761;204404;Lucas Redecker;PSDB;2;2165194-130;1.0
0;62881;Danilo Forte;PSDB;0;2293449-187;0.0
930;178966;Geovania de Sá;PSDB;1;2210757-104;1.0
938;178990;Samuel Moreira;PSDB;1;2210757-104;1.0
788;204471;Mara Rocha;PSDB;1;2165194-130;1.0
1055;62881;Danilo Forte;PSDB;0;2210757-93;1.0
1070;74262;Carlos Sampaio;PSDB;2;2210757-93;1.0
925;178935;Rossoni;PSDB;0;2210757-104;1.0
859;74262;Carlos Sampaio;PSDB;2;2210757-104;1.0
909;178844;Pedro Vilela;PSDB;1;2210757-104;1.0
939;178992;Vitor Lippi;PSDB;0;2210757-104;1.0
836;207176;Bia Cavassa;PSDB;1;2165194-130;1.0
972;204404;Lucas Redecker;PSDB;2;2210757-104;1.0
1047;207176;Bia Cavassa;PSDB;1;2210757-104;1.0
932;178977;Eduardo Cury;PSDB;1;2210757-104;1.0
947;204358;Beto Pereira;PSDB;1;2210757-104;1.0
999;204471;Mara Rocha;PSDB;1;2210757-104;1.0
844;62881;Danilo Forte;PSDB;0;2210757-104;1.0
1376;204369;Caroline de Toni;PSL;1;531331-317;1.0
1375;204368;Fabio Schiochet;PSL;1;531331-317;1.0
1374;204367;Daniel Freitas;PSL;1;531331-317;1.0
191;204547;Léo Motta;PSL;0;2293449-187;0.5
201;205863;Marcelo Brum;PSL;0;2293449-187;1.0
1007;204484;General Peternelli;PSL;0;2210757-104;1.0
954;204369;Caroline de Toni;PSL;1;2210757-104;1.0
953;204368;Fabio Schiochet;PSL;1;2210757-104;1.0
830;204565;Professora Dayane Pimentel;PSL;2;2165194-130;1.0
1016;204512;Delegado Marcelo Freitas;PSL;1;2210757-104;1.0
1366;204351;Dr. Luiz Ovando;PSL;0;531331-317;1.0
1009;204490;Charlles Evangelista;PSL;0;2210757-104;1.0
197;204565;Professora Dayane Pimentel;PSL;2;2293449-187;0.0
1015;204507;Carla Zambelli;PSL;0;2210757-104;1.0
1017;204513;Guiga Peixoto;PSL;1;2210757-104;1.0
1012;204502;Bozzella;PSL;1;2210757-104;1.0
1382;204378;Coronel Chrisóstomo;PSL;0;531331-317;1.0
1674;204565;Professora Dayane Pimentel;PSL;2;531331-284;0.0
1411;204442;Gurgel;PSL;0;531331-317;1.0
1648;204507;Carla Zambelli;PSL;0;531331-284;0.0
1649;204512;Delegado Marcelo Freitas;PSL;1;531331-284;0.0
1650;204513;Guiga Peixoto;PSL;1;531331-284;0.0
1654;204520;Junio Amaral;PSL;2;531331-284;0.0
1655;204521;Abou Anni;PSL;0;531331-284;0.0
235;81297;Dra. Soraya Manato;PSL;0;2275537-117;0.0
1401;204420;Julian Lemos;PSL;1;531331-317;1.0
1399;204415;Nereu Crispim;PSL;1;531331-317;1.0
1678;205863;Marcelo Brum;PSL;0;531331-284;0.0
961;204382;Loester Trutis;PSL;0;2210757-104;1.0
1004;204477;Felício Laterça;PSL;0;2210757-104;1.0
1393;204400;Aline Sleutjes;PSL;0;531331-317;1.0
1666;204545;Alê Silva;PSL;0;531331-284;0.0
1667;204546;Joice Hasselmann;PSL;2;531331-284;1.0
1668;204547;Léo Motta;PSL;0;531331-284;0.0
960;204378;Coronel Chrisóstomo;PSL;0;2210757-104;1.0
1383;204382;Loester Trutis;PSL;0;531331-317;1.0
958;204374;Bia Kicis;PSL;0;2210757-104;1.0
1380;204374;Bia Kicis;PSL;0;531331-317;1.0
1397;204411;Filipe Barros;PSL;0;531331-317;1.0
824;204547;Léo Motta;PSL;0;2165194-130;1.0
555;204415;Nereu Crispim;PSL;1;2275537-102;1.0
1021;204520;Junio Amaral;PSL;2;2210757-104;1.0
163;204484;General Peternelli;PSL;0;2293449-187;1.0
327;204378;Coronel Chrisóstomo;PSL;0;2275537-117;0.0
557;204420;Julian Lemos;PSL;1;2275537-102;1.0
160;204477;Felício Laterça;PSL;0;2293449-187;1.0
157;204473;General Girão;PSL;1;2293449-187;1.0
153;204462;Chris Tonietto;PSL;1;2293449-187;1.0
567;204442;Gurgel;PSL;0;2275537-102;0.0
151;204460;Carlos Jordy;PSL;0;2293449-187;1.0
568;204446;Professor Joziel;PSL;0;2275537-102;0.0
569;204449;Nelson Barbudo;PSL;0;2275537-102;0.0
1290;81297;Dra. Soraya Manato;PSL;0;531331-317;1.0
570;204451;Delegado Antônio Furtado;PSL;0;2275537-102;0.0
571;204452;Márcio Labre;PSL;0;2275537-102;0.0
572;204455;Luiz Lima;PSL;0;2275537-102;0.0
573;204460;Carlos Jordy;PSL;0;2275537-102;0.0
150;204455;Luiz Lima;PSL;0;2293449-187;1.0
149;204452;Márcio Labre;PSL;0;2293449-187;1.0
148;204451;Delegado Antônio Furtado;PSL;0;2293449-187;1.0
147;204449;Nelson Barbudo;PSL;0;2293449-187;1.0
575;204462;Chris Tonietto;PSL;1;2275537-102;1.0
146;204446;Professor Joziel;PSL;0;2293449-187;1.0
553;204411;Filipe Barros;PSL;0;2275537-102;0.0
190;204546;Joice Hasselmann;PSL;2;2293449-187;0.0
165;204490;Charlles Evangelista;PSL;0;2293449-187;1.0
805;204512;Delegado Marcelo Freitas;PSL;1;2165194-130;1.0
189;204545;Alê Silva;PSL;0;2293449-187;1.0
522;204351;Dr. Luiz Ovando;PSL;0;2275537-102;0.0
952;204367;Daniel Freitas;PSL;1;2210757-104;1.0
823;204546;Joice Hasselmann;PSL;2;2165194-130;1.0
530;204367;Daniel Freitas;PSL;1;2275537-102;1.0
531;204368;Fabio Schiochet;PSL;1;2275537-102;1.0
532;204369;Caroline de Toni;PSL;1;2275537-102;1.0
178;204521;Abou Anni;PSL;0;2293449-187;1.0
822;204545;Alê Silva;PSL;0;2165194-130;1.0
177;204520;Junio Amaral;PSL;2;2293449-187;1.0
173;204513;Guiga Peixoto;PSL;1;2293449-187;1.0
172;204512;Delegado Marcelo Freitas;PSL;1;2293449-187;1.0
171;204507;Carla Zambelli;PSL;0;2293449-187;1.0
536;204374;Bia Kicis;PSL;0;2275537-102;0.0
538;204378;Coronel Chrisóstomo;PSL;0;2275537-102;0.0
1712;81297;Dra. Soraya Manato;PSL;0;2166595-59;1.0
539;204382;Loester Trutis;PSL;0;2275537-102;0.0
811;204521;Abou Anni;PSL;0;2165194-130;1.0
810;204520;Junio Amaral;PSL;2;2165194-130;1.0
806;204513;Guiga Peixoto;PSL;1;2165194-130;1.0
549;204400;Aline Sleutjes;PSL;0;2275537-102;0.0
168;204502;Bozzella;PSL;1;2293449-187;0.0
1022;204521;Abou Anni;PSL;0;2210757-104;1.0
1416;204455;Luiz Lima;PSL;0;531331-317;1.0
1413;204449;Nelson Barbudo;PSL;0;531331-317;1.0
361;204455;Luiz Lima;PSL;0;2275537-117;0.0
362;204460;Carlos Jordy;PSL;0;2275537-117;0.0
364;204462;Chris Tonietto;PSL;1;2275537-117;1.0
1594;204382;Loester Trutis;PSL;0;531331-284;0.0
989;204442;Gurgel;PSL;0;2210757-104;1.0
368;204473;General Girão;PSL;1;2275537-117;0.0
1501;81297;Dra. Soraya Manato;PSL;0;531331-284;0.0
371;204477;Felício Laterça;PSL;0;2275537-117;0.0
374;204484;General Peternelli;PSL;0;2275537-117;0.0
1593;204378;Coronel Chrisóstomo;PSL;0;531331-284;0.0
376;204490;Charlles Evangelista;PSL;0;2275537-117;0.0
990;204446;Professor Joziel;PSL;0;2210757-104;1.0
991;204449;Nelson Barbudo;PSL;0;2210757-104;1.0
379;204502;Bozzella;PSL;1;2275537-117;1.0
1608;204411;Filipe Barros;PSL;0;531331-284;0.0
992;204451;Delegado Antônio Furtado;PSL;0;2210757-104;1.0
382;204507;Carla Zambelli;PSL;0;2275537-117;0.0
868;81297;Dra. Soraya Manato;PSL;0;2210757-104;1.0
383;204512;Delegado Marcelo Freitas;PSL;1;2275537-117;1.0
384;204513;Guiga Peixoto;PSL;1;2275537-117;1.0
1604;204400;Aline Sleutjes;PSL;0;531331-284;0.0
388;204520;Junio Amaral;PSL;2;2275537-117;1.0
360;204452;Márcio Labre;PSL;0;2275537-117;0.0
359;204451;Delegado Antônio Furtado;PSL;0;2275537-117;0.0
325;204374;Bia Kicis;PSL;0;2275537-117;0.0
321;204369;Caroline de Toni;PSL;1;2275537-117;1.0
320;204368;Fabio Schiochet;PSL;1;2275537-117;0.0
979;204420;Julian Lemos;PSL;1;2210757-104;1.0
319;204367;Daniel Freitas;PSL;1;2275537-117;0.0
311;204351;Dr. Luiz Ovando;PSL;0;2275537-117;0.0
338;204400;Aline Sleutjes;PSL;0;2275537-117;0.0
342;204411;Filipe Barros;PSL;0;2275537-117;0.0
344;204415;Nereu Crispim;PSL;1;2275537-117;0.0
1591;204374;Bia Kicis;PSL;0;531331-284;0.0
977;204415;Nereu Crispim;PSL;1;2210757-104;1.0
975;204411;Filipe Barros;PSL;0;2210757-104;1.0
1577;204351;Dr. Luiz Ovando;PSL;0;531331-284;0.0
971;204400;Aline Sleutjes;PSL;0;2210757-104;1.0
356;204442;Gurgel;PSL;0;2275537-117;0.0
1585;204367;Daniel Freitas;PSL;1;531331-284;0.0
357;204446;Professor Joziel;PSL;0;2275537-117;0.0
358;204449;Nelson Barbudo;PSL;0;2275537-117;0.0
1586;204368;Fabio Schiochet;PSL;1;531331-284;0.0
1587;204369;Caroline de Toni;PSL;1;531331-284;0.0
346;204420;Julian Lemos;PSL;1;2275537-117;1.0
1610;204415;Nereu Crispim;PSL;1;531331-284;0.0
389;204521;Abou Anni;PSL;0;2275537-117;0.0
1612;204420;Julian Lemos;PSL;1;531331-284;0.0
1001;204473;General Girão;PSL;1;2210757-104;1.0
1439;204513;Guiga Peixoto;PSL;1;531331-317;1.0
1438;204512;Delegado Marcelo Freitas;PSL;1;531331-317;1.0
1437;204507;Carla Zambelli;PSL;0;531331-317;1.0
1637;204477;Felício Laterça;PSL;0;531331-284;0.0
1434;204502;Bozzella;PSL;1;531331-317;1.0
1431;204490;Charlles Evangelista;PSL;0;531331-317;1.0
1640;204484;General Peternelli;PSL;0;531331-284;0.0
1429;204484;General Peternelli;PSL;0;531331-317;1.0
1634;204473;General Girão;PSL;1;531331-284;0.0
446;81297;Dra. Soraya Manato;PSL;0;2275537-102;0.0
1426;204477;Felício Laterça;PSL;0;531331-317;1.0
1423;204473;General Girão;PSL;1;531331-317;1.0
1645;204502;Bozzella;PSL;1;531331-284;0.0
834;205863;Marcelo Brum;PSL;0;2165194-130;1.0
1419;204462;Chris Tonietto;PSL;1;531331-317;0.0
1417;204460;Carlos Jordy;PSL;0;531331-317;1.0
145;204442;Gurgel;PSL;0;2293449-187;1.0
1415;204452;Márcio Labre;PSL;0;531331-317;1.0
1414;204451;Delegado Antônio Furtado;PSL;0;531331-317;1.0
1642;204490;Charlles Evangelista;PSL;0;531331-284;0.0
1443;204520;Junio Amaral;PSL;2;531331-317;0.0
1444;204521;Abou Anni;PSL;0;531331-317;1.0
1630;204462;Chris Tonietto;PSL;1;531331-284;0.0
993;204452;Márcio Labre;PSL;0;2210757-104;1.0
994;204455;Luiz Lima;PSL;0;2210757-104;1.0
400;204545;Alê Silva;PSL;0;2275537-117;0.0
401;204546;Joice Hasselmann;PSL;2;2275537-117;1.0
402;204547;Léo Motta;PSL;0;2275537-117;0.0
995;204460;Carlos Jordy;PSL;0;2210757-104;1.0
1467;205863;Marcelo Brum;PSL;0;531331-317;1.0
1463;204565;Professora Dayane Pimentel;PSL;2;531331-317;0.0
408;204565;Professora Dayane Pimentel;PSL;2;2275537-117;1.0
1622;204442;Gurgel;PSL;0;531331-284;0.0
1623;204446;Professor Joziel;PSL;0;531331-284;0.0
997;204462;Chris Tonietto;PSL;1;2210757-104;1.0
1624;204449;Nelson Barbudo;PSL;0;531331-284;0.0
1457;204547;Léo Motta;PSL;0;531331-317;0.5
1456;204546;Joice Hasselmann;PSL;2;531331-317;0.0
1455;204545;Alê Silva;PSL;0;531331-317;1.0
1625;204451;Delegado Antônio Furtado;PSL;0;531331-284;0.0
1626;204452;Márcio Labre;PSL;0;531331-284;0.5
412;205863;Marcelo Brum;PSL;0;2275537-117;0.0
1627;204455;Luiz Lima;PSL;0;531331-284;0.0
1628;204460;Carlos Jordy;PSL;0;531331-284;0.0
1412;204446;Professor Joziel;PSL;0;531331-317;1.0
804;204507;Carla Zambelli;PSL;0;2165194-130;1.0
328;204382;Loester Trutis;PSL;0;2275537-117;0.0
582;204477;Felício Laterça;PSL;0;2275537-102;0.0
1865;204520;Junio Amaral;PSL;2;2166595-59;0.0
750;204382;Loester Trutis;PSL;0;2165194-130;1.0
1796;204367;Daniel Freitas;PSL;1;2166595-59;1.0
1797;204368;Fabio Schiochet;PSL;1;2166595-59;1.0
1798;204369;Caroline de Toni;PSL;1;2166595-59;1.0
657;81297;Dra. Soraya Manato;PSL;0;2165194-130;1.0
1802;204374;Bia Kicis;PSL;0;2166595-59;1.0
1866;204521;Abou Anni;PSL;0;2166595-59;1.0
1190;204420;Julian Lemos;PSL;1;2210757-93;1.0
1861;204513;Guiga Peixoto;PSL;1;2166595-59;1.0
1188;204415;Nereu Crispim;PSL;1;2210757-93;1.0
1804;204378;Coronel Chrisóstomo;PSL;0;2166595-59;1.0
1186;204411;Filipe Barros;PSL;0;2210757-93;1.0
1805;204382;Loester Trutis;PSL;0;2166595-59;1.0
1182;204400;Aline Sleutjes;PSL;0;2210757-93;1.0
747;204374;Bia Kicis;PSL;0;2165194-130;1.0
749;204378;Coronel Chrisóstomo;PSL;0;2165194-130;1.0
1860;204512;Delegado Marcelo Freitas;PSL;1;2166595-59;1.0
100;204351;Dr. Luiz Ovando;PSL;0;2293449-187;1.0
1201;204446;Professor Joziel;PSL;0;2210757-93;1.0
24;81297;Dra. Soraya Manato;PSL;0;2293449-187;1.0
110;204369;Caroline de Toni;PSL;1;2293449-187;1.0
1215;204477;Felício Laterça;PSL;0;2210757-93;1.0
109;204368;Fabio Schiochet;PSL;1;2293449-187;1.0
1788;204351;Dr. Luiz Ovando;PSL;0;2166595-59;1.0
1212;204473;General Girão;PSL;1;2210757-93;1.0
1045;205863;Marcelo Brum;PSL;0;2210757-104;1.0
1200;204442;Gurgel;PSL;0;2210757-93;1.0
798;204490;Charlles Evangelista;PSL;0;2165194-130;1.0
1208;204462;Chris Tonietto;PSL;1;2210757-93;1.0
783;204455;Luiz Lima;PSL;0;2165194-130;1.0
1206;204460;Carlos Jordy;PSL;0;2210757-93;1.0
1205;204455;Luiz Lima;PSL;0;2210757-93;1.0
1204;204452;Márcio Labre;PSL;0;2210757-93;1.0
1203;204451;Delegado Antônio Furtado;PSL;0;2210757-93;1.0
1202;204449;Nelson Barbudo;PSL;0;2210757-93;1.0
108;204367;Daniel Freitas;PSL;1;2293449-187;1.0
1877;204545;Alê Silva;PSL;0;2166595-59;1.0
579;204473;General Girão;PSL;1;2275537-102;1.0
1859;204507;Carla Zambelli;PSL;0;2166595-59;1.0
1835;204449;Nelson Barbudo;PSL;0;2166595-59;1.0
1836;204451;Delegado Antônio Furtado;PSL;0;2166595-59;1.0
793;204477;Felício Laterça;PSL;0;2165194-130;1.0
790;204473;General Girão;PSL;1;2165194-130;1.0
1837;204452;Márcio Labre;PSL;0;2166595-59;1.0
1838;204455;Luiz Lima;PSL;0;2166595-59;1.0
1839;204460;Carlos Jordy;PSL;0;2166595-59;1.0
1834;204446;Professor Joziel;PSL;0;2166595-59;1.0
1853;204490;Charlles Evangelista;PSL;0;2166595-59;1.0
780;204449;Nelson Barbudo;PSL;0;2165194-130;1.0
1845;204473;General Girão;PSL;1;2166595-59;1.0
786;204462;Chris Tonietto;PSL;1;2165194-130;1.0
1851;204484;General Peternelli;PSL;0;2166595-59;1.0
784;204460;Carlos Jordy;PSL;0;2165194-130;1.0
1848;204477;Felício Laterça;PSL;0;2166595-59;1.0
781;204451;Delegado Antônio Furtado;PSL;0;2165194-130;1.0
1841;204462;Chris Tonietto;PSL;1;2166595-59;1.0
1815;204400;Aline Sleutjes;PSL;0;2166595-59;1.0
733;204351;Dr. Luiz Ovando;PSL;0;2165194-130;1.0
1155;204351;Dr. Luiz Ovando;PSL;0;2210757-93;1.0
1172;204382;Loester Trutis;PSL;0;2210757-93;1.0
1171;204378;Coronel Chrisóstomo;PSL;0;2210757-93;1.0
1169;204374;Bia Kicis;PSL;0;2210757-93;1.0
1819;204411;Filipe Barros;PSL;0;2166595-59;1.0
743;204369;Caroline de Toni;PSL;1;2165194-130;1.0
1821;204415;Nereu Crispim;PSL;1;2166595-59;1.0
1165;204369;Caroline de Toni;PSL;1;2210757-93;1.0
1833;204442;Gurgel;PSL;0;2166595-59;1.0
1164;204368;Fabio Schiochet;PSL;1;2210757-93;1.0
1823;204420;Julian Lemos;PSL;1;2166595-59;1.0
742;204368;Fabio Schiochet;PSL;1;2165194-130;1.0
741;204367;Daniel Freitas;PSL;1;2165194-130;1.0
778;204442;Gurgel;PSL;0;2165194-130;1.0
796;204484;General Peternelli;PSL;0;2165194-130;1.0
1856;204502;Bozzella;PSL;1;2166595-59;1.0
779;204446;Professor Joziel;PSL;0;2165194-130;1.0
1163;204367;Daniel Freitas;PSL;1;2210757-93;1.0
1878;204546;Joice Hasselmann;PSL;2;2166595-59;1.0
782;204452;Márcio Labre;PSL;0;2165194-130;1.0
1218;204484;General Peternelli;PSL;0;2210757-93;0.5
760;204400;Aline Sleutjes;PSL;0;2165194-130;1.0
619;204565;Professora Dayane Pimentel;PSL;2;2275537-102;1.0
